player_name,FGM_mean,FGM_std,FGM_min,FGM_max,FGA_mean,FGA_std,FGA_min,FGA_max,FTM_mean,FTM_std,FTM_min,FTM_max,FTA_mean,FTA_std,FTA_min,FTA_max,FG3M_mean,FG3M_std,FG3M_min,FG3M_max,FG3A_mean,FG3A_std,FG3A_min,FG3A_max,PTS_mean,PTS_std,PTS_min,PTS_max,REB_mean,REB_std,REB_min,REB_max,AST_mean,AST_std,AST_min,AST_max,STL_mean,STL_std,STL_min,STL_max,BLK_mean,BLK_std,BLK_min,BLK_max,TOV_mean,TOV_std,TOV_min,TOV_max,DD_mean,DD_std,DD_min,DD_max,FG_PCT_mean,FT_PCT_mean,FG3_PCT_mean,FGM_weekly_mean,FGM_weekly_std,FGA_weekly_mean,FGA_weekly_std,FTM_weekly_mean,FTM_weekly_std,FTA_weekly_mean,FTA_weekly_std,FG3M_weekly_mean,FG3M_weekly_std,FG3A_weekly_mean,FG3A_weekly_std,PTS_weekly_mean,PTS_weekly_std,REB_weekly_mean,REB_weekly_std,AST_weekly_mean,AST_weekly_std,STL_weekly_mean,STL_weekly_std,BLK_weekly_mean,BLK_weekly_std,TOV_weekly_mean,TOV_weekly_std,DD_weekly_mean,DD_weekly_std,team
Luka Doncic,12.261333333333333,3.5101641543498427,4,25,23.414,4.835099736266023,9,39,6.586,2.582321227490485,0,17,9.030666666666667,3.009501224561302,1,23,2.7053333333333334,1.6371596593049782,0,10,9.405333333333333,3.142762509802096,1,20,34.504,5.779295011840913,19,53,9.862,3.1591575117620754,1,26,8.951333333333332,3.0608077231619215,1,24,1.4386666666666668,1.230954259025939,0,7,0.664,0.8211090955314705,0,5,3.7173333333333334,1.902238654012714,0,11,0.7146666666666667,0.45172365268434334,0,1,0.5236752939836565,0.7292927801565038,0.2876382194499575,36.784,6.055301590731003,70.242,8.116106108024551,19.758,4.484602470524815,27.092,5.233192965793872,8.116,2.6496386867534754,28.216,5.266575513108166,103.512,9.83459681884206,29.586,5.451057884863108,26.854,5.41769201538322,4.316,2.1839604773744115,1.992,1.4436426872383739,11.152,3.254855475798683,2.144,0.7877214038097734,Team Boricua Squad
Scottie Barnes,7.325333333333333,2.717918862693479,0,18,13.872,3.7709100371579924,3,27,2.6113333333333335,1.5694734956638432,0,9,3.608,1.8577684289734446,1,14,0.41533333333333333,0.6317417357084931,0,4,2.402,1.394402705798182,1,9,18.413333333333334,4.268798111150811,5,34,6.823333333333333,2.5243554561910826,1,16,6.073333333333333,2.494013289943707,0,16,1.086,1.0623981330911043,0,6,1.2786666666666666,1.140414509023137,0,6,1.7553333333333334,1.3299062583478898,0,7,0.22466666666666665,0.41750180925281644,0,1,0.5280661284121492,0.7237620103473762,0.1729114626699972,21.976,4.6599199250003025,41.616,6.428311627539654,7.834,2.602304358823522,10.824,3.190200425916063,1.246,1.1366917507717496,7.206,2.360234185588719,55.24,7.65268103700319,20.47,4.406351309612916,18.22,4.416175405305007,3.258,1.9064903385072907,3.836,2.023188221882068,5.266,2.332836954549766,0.674,0.7299243653683009,Team Boricua Squad
Michael Porter Jr.,5.6353333333333335,2.3598158210677793,0,15,12.894666666666666,3.592795152370016,2,26,0.6066666666666667,0.7250098724148208,0,4,1.9386666666666668,1.1424133640755878,1,8,2.096,1.3411374897865644,0,10,6.3133333333333335,2.4591028879582484,1,16,14.488666666666667,3.869520256254592,5,32,5.468,2.3287889926128438,0,14,2.429333333333333,1.5577624888077706,0,9,0.408,0.6432821111946573,0,4,0.39266666666666666,0.6175763023424977,0,5,0.7573333333333333,0.8665718974544817,0,8,0.05333333333333334,0.22477226386416976,0,1,0.4370282287250543,0.31292984869325996,0.3319957761351637,16.906,4.194801153025832,38.684,6.412049028625014,1.82,1.2941985550137194,5.816,2.023445740644078,6.288,2.2846214106455274,18.94,4.415358511102256,43.466,6.677576210579419,16.404,4.058290705074464,7.288,2.831446658575916,1.224,1.1456216206914005,1.178,1.0355968915768758,2.272,1.5227124832394416,0.16,0.39839356780668467,Team Boricua Squad
Tari Eason,2.6946666666666665,1.636018314742535,0,9,7.469333333333333,2.7064015398838386,1,19,0.38866666666666666,0.5789314841422165,0,4,1.4793333333333334,0.816098584826404,1,6,0.7106666666666667,0.7987771396545964,0,4,2.8433333333333333,1.581704802508064,1,11,7.149333333333334,2.587823559687356,1,15,6.131333333333333,2.4987157920209904,0,15,0.744,0.8704227462396922,0,6,0.8166666666666667,0.8919562467892395,0,4,0.784,0.8636209975938461,0,5,2.092,1.437444548920345,0,8,0.019333333333333334,0.13773962280821664,0,1,0.36076401285255266,0.2627309598918432,0.24994138335287222,8.084,2.8278857607321237,22.408,4.496885584481758,1.166,1.0042215501788874,4.438,1.4374590697318337,2.132,1.361721178926977,8.53,2.6704611447184363,21.448,4.575277294836817,18.394,4.294607234964009,2.232,1.5293311307283421,2.45,1.5245157580665365,2.352,1.4520029701245452,6.276,2.6369928826081144,0.058,0.23397754375572866,Team Boricua Squad
Naz Reid,3.386,1.7945707907134567,0,11,6.779333333333334,2.532505072752649,1,16,1.3493333333333333,1.0733441203186596,0,6,2.1386666666666665,1.2640556870943644,1,8,0.558,0.7176205958209145,0,4,2.642,1.4919740807976014,1,8,9.36,3.08881215145963,2,23,4.118666666666667,2.012780600575464,0,11,1.0486666666666666,1.0271326869461825,0,6,0.736,0.8809964641510002,0,6,1.2593333333333334,1.1175473876595414,0,8,1.0613333333333332,1.0530800257257804,0,5,0.0006666666666666666,0.025819888974716113,0,1,0.49945914052512536,0.6309226932668329,0.21120363361090083,10.158,3.1503786711351203,20.338,4.317062665762479,4.048,1.9486637937731395,6.416,2.247899041371832,1.674,1.2453215051955882,7.926,2.5592231724671817,28.08,5.391821907942987,12.356,3.547171952093023,3.146,1.8448552739887019,2.208,1.4970699505613447,3.778,1.9504678026818585,3.184,1.7979458330096805,0.002,0.044721359549995794,Team Boricua Squad
Herbert Jones,4.539333333333333,2.1133142107894347,0,13,9.614,3.0544869608052267,2,22,1.5313333333333334,1.1005266897651684,0,7,2.2106666666666666,1.2809033392357128,1,8,1.4053333333333333,1.1480055894657126,0,6,3.6333333333333333,1.8384256203057243,1,11,12.424666666666667,3.5780152343956377,2,28,5.552666666666667,2.299583646123627,0,15,2.5966666666666667,1.576804711313559,0,9,2.098,1.4460717186953098,0,8,0.8613333333333333,0.9237642822648794,0,4,1.4713333333333334,1.1761946457901482,0,6,0.03866666666666667,0.19286356090331086,0,1,0.47215865751334857,0.6927020506634499,0.3867889908256881,13.618,3.4373983497450014,28.842,5.1686037698647125,4.594,1.901682621676702,6.632,2.1647050366716436,4.216,1.8837305756831382,10.9,3.1095560257623127,37.274,5.96036709875355,16.658,3.9150595631184886,7.79,2.5096806557783355,6.294,2.5393819960462207,2.584,1.573497947753084,4.414,2.0782787312990383,0.116,0.32054562701430817,Team Boricua Squad
Jordan Clarkson,4.628,2.169044144702403,0,13,12.084,3.4147793211091377,3,24,0.866,0.8628675218364406,0,5,1.9806666666666666,1.1406841495822997,1,8,1.08,1.0313304166393638,0,5,5.344666666666667,2.3304131477447676,1,15,13.046666666666667,3.5971908591205137,4,28,2.5766666666666667,1.6084714304116572,0,10,2.364,1.5585645368769325,0,9,0.4633333333333333,0.6809047729029836,0,4,0.12466666666666666,0.36315213782338207,0,3,1.3726666666666667,1.1753185971296158,0,6,0.0006666666666666666,0.025819888974716113,0,1,0.3829857663025488,0.43722652305621,0.202070599975053,13.884,3.723206754542937,36.252,6.017051255525687,2.598,1.5049670600061007,5.942,2.056963343473283,3.24,1.784592261296164,16.034,3.992583806371734,39.14,6.424246405903772,7.73,2.939111558533805,7.092,2.74784229433734,1.39,1.1835123162880947,0.374,0.6220110896046648,4.118,2.0853713211546254,0.002,0.044721359549995794,Team Boricua Squad
Gary Trent Jr.,5.3966666666666665,2.371582838315981,0,15,12.43,3.555492607941045,3,24,0.494,0.6769560643119112,0,4,1.6186666666666667,0.9333625587088628,1,7,2.7853333333333334,1.5321498657212274,0,11,8.130666666666666,2.823751984931365,1,20,15.516,3.9618440326140014,3,29,2.998666666666667,1.7249101712712054,0,10,1.6433333333333333,1.2790150410396637,0,8,1.506,1.247531518610499,0,7,0.14,0.3730408015571723,0,2,0.7926666666666666,0.8949190702611608,0,6,0.002,0.04469151546288826,0,1,0.43416465540359345,0.30518945634266886,0.3425713348638898,16.19,4.298237976124495,37.29,6.383054658511636,1.482,1.1385378944392446,4.856,1.6421502107387311,8.356,2.629656667395338,24.392,4.795866623807076,46.548,6.939164214802817,8.996,2.8580274038718674,4.93,2.3116633784247873,4.518,2.111538109145261,0.42,0.6390749828207444,2.378,1.5569084519828749,0.006,0.07730428127734981,Team Boricua Squad
Anthony Davis,8.650666666666666,2.862999138129835,1,19,18.729333333333333,4.1966431940644835,6,32,5.743333333333333,2.352830798010119,0,15,6.886666666666667,2.5504559277081573,1,16,0.8113333333333334,0.9239267553879853,0,5,2.816,1.6243674809420727,1,11,23.780666666666665,4.974842603356848,9,42,11.589333333333334,3.4889542019308597,1,26,2.414,1.5301955209127627,0,9,1.4806666666666666,1.2452549921813567,0,7,1.8246666666666667,1.3896806697216766,0,8,1.3733333333333333,1.1697012536986349,0,7,0.702,0.4575320284286395,0,1,0.4618779810635723,0.8339787028073572,0.2881155303030303,25.952,4.981096128090137,56.188,7.497538406992568,17.23,4.011144295224772,20.66,4.398533186003801,2.434,1.5794408081764464,8.448,2.7528990002925324,71.342,8.647925139502357,34.768,6.007858581013615,7.242,2.601725186851177,4.442,2.1183982681367755,5.474,2.425095085217215,4.12,2.003403916964579,2.106,0.7975186970499744,KL2 LLC
Nikola Vucevic,9.094666666666667,3.0340031320945045,1,19,17.150666666666666,4.205681640463233,6,30,1.5,1.1320428498998347,0,7,2.1573333333333333,1.2875110402146739,1,8,2.3106666666666666,1.4740878011341536,0,8,5.168,2.2274987093898746,1,15,22.169333333333334,4.837105672101614,9,38,11.969333333333333,3.4481375635735745,2,23,2.978,1.7353742197160156,0,10,0.872,0.9296193457998765,0,5,0.5053333333333333,0.7263997934991121,0,4,1.518,1.1955314844677112,0,7,0.7573333333333333,0.42883814778253027,0,1,0.5302806499261448,0.6953028430160693,0.4471104231166151,27.284,5.129909936042133,51.452,7.209135820509773,4.5,1.9291041666461515,6.472,2.1961014829572183,6.932,2.4354134098657476,15.504,3.7781653042359413,66.508,8.221016130164497,35.908,5.953353747400146,8.934,3.0640530089545392,2.616,1.6364289778658891,1.516,1.2888235458217423,4.554,2.1791239437729675,2.272,0.7530938192557436,KL2 LLC
